data_pedido,modo_envio,nome_cliente,segmento_cliente,cidade,estado,regiao,departamento,tipo_produto,vendas,quantidade,lucro
2017-06-27,Entrega padrão,Vitor Gabriel Fernandes,B2C,São Luís,Maranhão,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,146.34,8,71.7
2017-06-27,Entrega padrão,Vitor Gabriel Fernandes,B2C,São Luís,Maranhão,Nordeste,Materiais de construção,ferramentas,1132.0,3,271.68
2018-05-21,24 horas,Henrique Costela,B2C,Campo Largo,Paraná,Sul,Automotivo,pneus,4637.46,5,289.84
2016-09-21,Entrega padrão,Pedro Miguel Martins,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,sementes,33.86,2,15.58
2016-09-21,Entrega padrão,Pedro Miguel Martins,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,pesticidas,73.85,4,36.19
2019-09-22,Entrega padrão,Beatriz Freitas,B2C,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,68.54,7,33.59
2017-12-25,Envio rápido,Lorena Correia,B2B,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,451.49,7,216.71
2017-12-25,Envio rápido,Lorena Correia,B2B,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2017-12-25,Envio rápido,Lorena Correia,B2B,São José dos Campos,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,73.3,7,35.19
2019-02-21,Envio rápido,Pedro Miguel da Cruz,B2B,Recife,Pernambuco,Nordeste,Materiais de construção,iluminação,75.58,1,24.94
2019-02-21,Envio rápido,Pedro Miguel da Cruz,B2B,Recife,Pernambuco,Nordeste,Automotivo,pneus,734.29,2,64.25
2018-08-19,Econômica,Pedro Miguel da Cruz,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,1208.09,9,338.26
2018-03-13,Entrega padrão,Rafaela Costela,B2B,Vitória da Conquista,Bahia,Nordeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2019-04-23,Envio rápido,Igor das Neves,B2C,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,62.15,2,21.13
2016-11-02,Entrega padrão,Davi Lucca Silveira,B2C,Contagem,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,146.8,3,14.68
2016-11-02,Entrega padrão,Davi Lucca Silveira,B2C,Contagem,Minas Gerais,Sudeste,Automotivo,pneus,6745.49,4,843.19
2017-02-04,Envio rápido,Luiz Otávio Carvalho,B2C,Santos,São Paulo,Sudeste,Materiais de construção,iluminação,96.56,2,37.66
2017-02-04,Envio rápido,Luiz Otávio Carvalho,B2C,Santos,São Paulo,Sudeste,Automotivo,ferramentas automotivas,509.9,3,173.37
2019-05-15,24 horas,Isaac Silveira,B2C,Colombo,Paraná,Sul,Materiais de construção,iluminação,62.15,2,21.13
2019-05-15,24 horas,Isaac Silveira,B2C,Colombo,Paraná,Sul,Automotivo,ferramentas automotivas,4759.76,7,2046.7
2017-03-21,Envio rápido,Esther Pinto,B2B,Sorocaba,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,176.26,8,84.6
2018-09-16,Entrega padrão,Rafaela Barbosa,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,18.17,1,6.36
2016-06-29,Entrega padrão,Marina da Luz,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,141.0,8,49.35
2016-06-29,Entrega padrão,Marina da Luz,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,10.77,3,-8.26
2016-06-29,Entrega padrão,Marina da Luz,B2C,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,ferramentas,4176.78,5,0.0
2016-06-29,Entrega padrão,Marina da Luz,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,105.69,3,-77.51
2016-06-29,Entrega padrão,Marina da Luz,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,1140.77,4,399.27
2019-06-21,Entrega padrão,Otávio Peixoto,B2C,São José de Ribamar,Maranhão,Nordeste,Automotivo,ferramentas automotivas,815.9,3,244.77
2019-06-21,Entrega padrão,Otávio Peixoto,B2C,São José de Ribamar,Maranhão,Nordeste,Jardinagem e paisagismo,sementes,33.39,2,16.36
2016-05-10,Entrega padrão,Benício Gonçalves,B2C,Salvador,Bahia,Nordeste,Automotivo,ferramentas automotivas,230.52,4,13.83
2016-05-10,Entrega padrão,Benício Gonçalves,B2C,Salvador,Bahia,Nordeste,Automotivo,ferramentas automotivas,571.1,3,137.06
2019-08-22,Entrega padrão,Larissa da Conceição,B2C,Volta Redonda,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,mudas,119.0,7,57.12
2019-08-22,Entrega padrão,Larissa da Conceição,B2C,Volta Redonda,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,126.62,4,36.72
2019-08-22,Entrega padrão,Larissa da Conceição,B2C,Volta Redonda,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,fertilizantes,51.95,2,25.46
2019-06-17,Econômica,Renan Santos,B2C,Uberaba,Minas Gerais,Sudeste,Materiais de construção,ferramentas,1026.66,2,308.0
2019-06-17,Econômica,Renan Santos,B2C,Uberaba,Minas Gerais,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,614.24,3,171.99
2019-06-17,Econômica,Renan Santos,B2C,Uberaba,Minas Gerais,Sudeste,Automotivo,pneus,652.73,2,176.24
2019-06-17,Econômica,Renan Santos,B2C,Uberaba,Minas Gerais,Sudeste,Automotivo,pneus,224.37,1,58.34
2019-11-05,Entrega padrão,Pedro Lucas Souza,B2B,Maceió,Alagoas,Nordeste,Jardinagem e paisagismo,pesticidas,32.86,2,11.09
2018-03-08,Entrega padrão,Raquel Pires,B2B,Rio Branco,Acre,Norte,Automotivo,pneus,71.64,3,5.37
2017-11-21,Entrega padrão,Luigi da Mata,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,205.53,3,55.49
2017-11-21,Entrega padrão,Luigi da Mata,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,39.17,4,11.36
2017-11-21,Entrega padrão,Luigi da Mata,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,encanamentos,632.56,4,31.63
2018-11-08,Envio rápido,Ana Carolina Rezende,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,127.3,4,39.78
2018-11-08,Envio rápido,Ana Carolina Rezende,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,91.72,4,29.81
2018-11-08,Envio rápido,Ana Carolina Rezende,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,38.62,2,11.2
2018-11-08,Envio rápido,Ana Carolina Rezende,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,sementes,49.71,2,23.36
2017-10-14,Entrega padrão,Maria Sophia da Mota,B2C,Nova Iguaçu,Rio de Janeiro,Sudeste,Automotivo,pneus,284.65,7,79.7
2017-10-14,Entrega padrão,Maria Sophia da Mota,B2C,Nova Iguaçu,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,979.0,3,264.33
2019-01-02,Entrega padrão,Miguel das Neves,B2C,Abaetetuba,Pará,Norte,Materiais de construção,iluminação,166.25,4,29.09
2018-06-21,Econômica,Gustavo da Cruz,B2B,Franco da Rocha,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,17.54,2,4.56
2018-06-21,Econômica,Gustavo da Cruz,B2B,Franco da Rocha,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,132.19,6,63.45
2018-05-29,Entrega padrão,Ana Carolina Correia,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,631.99,6,170.64
2018-02-20,Entrega padrão,Larissa da Conceição,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,151.16,2,49.88
2018-02-20,Entrega padrão,Larissa da Conceição,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,826.0,3,33.04
2016-08-04,Entrega padrão,Noah Peixoto,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,135.86,2,63.86
2016-08-04,Entrega padrão,Noah Peixoto,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,347.82,10,90.43
2016-08-04,Entrega padrão,Noah Peixoto,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,72.62,2,19.61
2016-06-10,Entrega padrão,Luiz Gustavo Azevedo,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,materiais de paisagismo,25.02,2,0.5
2016-06-10,Entrega padrão,Luiz Gustavo Azevedo,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,78.54,2,36.13
2016-01-11,Entrega padrão,Anthony Costa,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,sementes,9.83,1,4.62
2016-01-11,Entrega padrão,Anthony Costa,B2B,Goiânia,Goiás,Centro-Oeste,Materiais de construção,iluminação,176.6,1,72.4
2018-09-30,Envio rápido,Helena da Cruz,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,sementes,54.18,4,17.61
2016-04-07,Entrega padrão,Olivia Carvalho,B2B,Uberlândia,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,152.69,6,-122.16
2018-09-04,Envio rápido,Luiz Henrique Peixoto,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,3881.0,5,-2587.33
2018-09-04,Envio rápido,Luiz Henrique Peixoto,B2B,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,954.66,3,-159.11
2017-10-20,Envio rápido,Felipe Rodrigues,B2C,São João de Meriti,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,117.1,3,58.55
2016-12-11,Entrega padrão,Enzo Gabriel Farias,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,38.62,2,17.77
2016-12-11,Entrega padrão,Enzo Gabriel Farias,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,361.57,7,126.55
2019-08-26,Entrega padrão,Miguel das Neves,B2C,Santo André,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,653.34,5,228.67
2018-01-18,Entrega padrão,Larissa Rezende,B2B,São João de Meriti,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,1096.81,3,219.36
2018-01-18,Entrega padrão,Larissa Rezende,B2B,São João de Meriti,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,101.97,1,44.87
2018-01-18,Entrega padrão,Larissa Rezende,B2B,São João de Meriti,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,1264.7,3,227.65
2016-09-18,Entrega padrão,Augusto Pinto,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,20.03,4,-14.02
2019-12-01,Econômica,Nicolas Rezende,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,232.8,3,78.57
2019-12-01,Econômica,Nicolas Rezende,B2B,São Paulo,São Paulo,Sudeste,Materiais de construção,ferramentas,4225.86,5,892.13
2017-10-10,Entrega padrão,Paulo Farias,B2C,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,vasos,104.86,2,28.31
2019-12-24,24 horas,Kevin das Neves,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,decoração de jardim,45.83,4,20.17
2018-10-23,Envio rápido,Gustavo Novaes,B2B,Guarulhos,São Paulo,Sudeste,Materiais de construção,iluminação,106.76,5,34.16
2016-04-30,Entrega padrão,Lavínia Cardoso,B2C,São José dos Campos,São Paulo,Sudeste,Materiais de construção,iluminação,59.36,2,20.18
2017-04-26,Econômica,Lucas Gabriel Jesus,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,47.41,3,15.41
2019-06-27,Entrega padrão,Isis Ferreira,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,vasos,284.78,12,5.7
2019-10-15,Entrega padrão,Murilo Cardoso,B2B,Maceió,Alagoas,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,128.04,7,62.74
2016-12-10,Entrega padrão,Nicolas Moura,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,pesticidas,117.91,6,57.78
2019-06-21,Entrega padrão,Samuel Nascimento,B2C,Bragança Paulista,São Paulo,Sudeste,Automotivo,ferramentas automotivas,509.83,5,50.98
2019-06-21,Entrega padrão,Samuel Nascimento,B2C,Bragança Paulista,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,174.46,3,63.24
2019-06-27,Envio rápido,Evelyn Lopes,B2B,Guarulhos,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,15.44,1,6.95
2019-06-27,Envio rápido,Evelyn Lopes,B2B,Guarulhos,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,54.13,4,18.4
2019-06-27,Envio rápido,Evelyn Lopes,B2B,Guarulhos,São Paulo,Sudeste,Automotivo,pneus,1849.33,8,462.33
2018-11-11,Envio rápido,Luna Azevedo,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,vasos,529.79,7,143.04
2018-11-11,Envio rápido,Luna Azevedo,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,238.03,3,83.31
2018-10-04,Econômica,Davi Ramos,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,fertilizantes,53.2,2,17.29
2016-09-10,Entrega padrão,Alice Rezende,B2C,Guarulhos,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,352.24,7,176.12
2019-10-30,Econômica,Carolina Teixeira,B2B,Vitória,Espírito Santo,Sudeste,Jardinagem e paisagismo,pesticidas,159.66,8,76.64
2018-04-11,Envio rápido,Vitória da Mota,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,30.27,2,-22.2
2019-09-16,Envio rápido,Antônio Novaes,B2C,Manaus,Amazonas,Norte,Automotivo,pneus,1101.52,3,68.84
2018-04-09,Entrega padrão,Noah Silveira,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,68.14,3,32.71
2018-04-09,Entrega padrão,Noah Silveira,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,220.86,2,8.83
2018-04-09,Entrega padrão,Noah Silveira,B2C,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2019-12-31,Entrega padrão,Lara Pinto,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,encanamentos,1098.66,4,41.2
2019-12-31,Entrega padrão,Lara Pinto,B2C,São Paulo,São Paulo,Sudeste,Automotivo,pneus,309.16,7,9.27
2019-12-31,Entrega padrão,Lara Pinto,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,179.44,3,67.29
2019-09-03,Entrega padrão,Isadora Ramos,B2B,São Gonçalo,Rio de Janeiro,Sudeste,Automotivo,pneus,4079.32,4,1101.42
2019-09-03,Entrega padrão,Isadora Ramos,B2B,São Gonçalo,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,6557.85,7,2819.88
2019-09-03,Entrega padrão,Isadora Ramos,B2B,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,1198.09,2,275.56
2019-11-28,Envio rápido,Luigi da Mata,B2B,Sorocaba,São Paulo,Sudeste,Materiais de construção,iluminação,159.6,1,65.43
2019-11-28,Envio rápido,Luigi da Mata,B2B,Sorocaba,São Paulo,Sudeste,Automotivo,ferramentas automotivas,488.68,9,190.59
2016-06-16,Entrega padrão,Maria Luiza da Cunha,B2B,São Bernardo do Campo,São Paulo,Sudeste,Materiais de construção,materiais de revestimento,339.72,2,-63.09
2016-06-16,Entrega padrão,Maria Luiza da Cunha,B2B,São Bernardo do Campo,São Paulo,Sudeste,Materiais de construção,ferramentas,2713.01,4,-193.79
2016-06-16,Entrega padrão,Maria Luiza da Cunha,B2B,São Bernardo do Campo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,29.13,3,-49.52
2018-03-06,Entrega padrão,Alice da Mota,B2B,Belém,Pará,Norte,Jardinagem e paisagismo,fertilizantes,507.8,3,171.38
2018-03-06,Entrega padrão,Alice da Mota,B2B,Belém,Pará,Norte,Jardinagem e paisagismo,vasos,44.17,1,-2.76
2016-12-06,Entrega padrão,Laís Araújo,B2C,Sumaré,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,83.5,2,23.38
2017-04-12,Entrega padrão,Calebe Ribeiro,B2C,São Paulo,São Paulo,Sudeste,Automotivo,ferramentas automotivas,289.48,3,118.69
2017-04-12,Entrega padrão,Calebe Ribeiro,B2C,São Paulo,São Paulo,Sudeste,Automotivo,pneus,74.77,1,35.89
2017-04-12,Entrega padrão,Calebe Ribeiro,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,1382.44,5,387.08
2018-09-16,Entrega padrão,Daniela Monteiro,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,2861.33,2,1001.47
2016-09-14,Envio rápido,Milena Nascimento,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,52.88,3,18.51
2016-09-14,Envio rápido,Milena Nascimento,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,ferramentas automotivas,856.8,5,182.07
2017-10-06,Entrega padrão,Davi Lucca Costa,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,decoração de jardim,157.08,4,43.98
2017-10-06,Entrega padrão,Davi Lucca Costa,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,mobiliário de exterior,98.06,2,32.36
2019-04-15,Envio rápido,Milena Vieira,B2C,Belford Roxo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,49.61,3,8.68
2019-04-15,Envio rápido,Milena Vieira,B2C,Belford Roxo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,305.51,3,72.56
2019-04-15,Envio rápido,Milena Vieira,B2C,Belford Roxo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,47.16,3,17.1
2019-09-03,Entrega padrão,Vitor Hugo Moura,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,41.45,3,13.99
2018-06-21,Entrega padrão,Milena Lopes,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,153.19,8,51.7
2018-06-21,Entrega padrão,Milena Lopes,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,101.04,6,-74.1
2018-06-21,Entrega padrão,Milena Lopes,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,52.88,3,18.51
2018-06-21,Entrega padrão,Milena Lopes,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,mobiliário de exterior,1522.17,2,114.16
2017-12-14,Entrega padrão,Elisa Viana,B2B,Cotia,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2017-12-14,Entrega padrão,Elisa Viana,B2B,Cotia,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,457.23,4,118.88
2018-06-20,Envio rápido,Rodrigo da Cruz,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,pesticidas,58.21,2,27.36
2017-05-30,Entrega padrão,Bruna Carvalho,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,110.16,5,52.88
2017-05-30,Entrega padrão,Bruna Carvalho,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,vasos,1837.94,3,477.86
2017-05-30,Entrega padrão,Bruna Carvalho,B2C,Fortaleza,Ceará,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,570.38,5,213.89
2017-07-27,Envio rápido,Marina da Luz,B2C,Diadema,São Paulo,Sudeste,Materiais de construção,materiais de revestimento,1336.76,3,-695.12
2019-11-29,Entrega padrão,Matheus Moraes,B2B,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,iluminação,1756.06,7,-43.9
2019-11-29,Entrega padrão,Matheus Moraes,B2B,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,iluminação,3424.59,6,256.84
2019-11-29,Entrega padrão,Matheus Moraes,B2B,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,materiais de revestimento,7022.09,12,-2106.63
2019-11-29,Entrega padrão,Matheus Moraes,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,52.88,3,18.51
2019-11-29,Entrega padrão,Matheus Moraes,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,86.17,6,26.93
2019-04-04,Entrega padrão,Agatha da Mata,B2C,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,iluminação,86.6,4,25.98
2019-12-29,Entrega padrão,Ana Júlia Mendes,B2C,São Félix do Xingu,Pará,Norte,Jardinagem e paisagismo,decoração de jardim,92.37,2,9.24
2019-12-29,Entrega padrão,Ana Júlia Mendes,B2C,São Félix do Xingu,Pará,Norte,Materiais de construção,encanamentos,268.1,2,-39.43
2019-12-01,Entrega padrão,Vitor Oliveira,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,590.92,5,147.73
2019-05-16,Econômica,Elisa Araújo,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Automotivo,pneus,100.61,1,8.8
2019-05-16,Econômica,Elisa Araújo,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,16.16,2,-10.77
2019-05-16,Econômica,Elisa Araújo,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Jardinagem e paisagismo,pesticidas,52.88,3,19.17
2017-09-23,24 horas,Augusto Costa,B2C,São José do Rio Preto,São Paulo,Sudeste,Materiais de construção,iluminação,695.64,2,180.87
2019-11-15,Entrega padrão,Pietro Castro,B2B,Salvador,Bahia,Nordeste,Materiais de construção,ferramentas,1093.33,2,95.67
2017-11-28,Entrega padrão,Enzo Pires,B2B,Londrina,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,21.22,2,10.4
2018-09-02,Envio rápido,Caio Oliveira,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,fertilizantes,74.39,2,37.2
2019-04-10,Envio rápido,Lívia Cardoso,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,33.39,2,16.36
2019-04-10,Envio rápido,Lívia Cardoso,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,122.3,3,33.02
2019-04-10,Envio rápido,Lívia Cardoso,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,44.06,2,21.15
2019-04-10,Envio rápido,Lívia Cardoso,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,651.44,4,312.69
2019-04-10,Envio rápido,Lívia Cardoso,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,29.38,3,14.39
2019-04-10,Envio rápido,Lívia Cardoso,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,1706.15,3,0.0
2016-01-17,Econômica,Nathan Fogaça,B2C,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,iluminação,432.15,6,97.23
2016-01-17,Econômica,Nathan Fogaça,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,422.28,3,-105.57
2016-01-17,Econômica,Nathan Fogaça,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,63.2,2,-46.35
2016-01-17,Econômica,Nathan Fogaça,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,sementes,102.24,3,34.51
2019-10-06,Econômica,Maria Cecília Jesus,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,547.16,7,10.94
2019-10-06,Econômica,Maria Cecília Jesus,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,257.69,3,86.97
2019-07-10,Entrega padrão,João Guilherme Rodrigues,B2C,Itaquaquecetuba,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,3.67,2,-2.69
2019-01-08,Envio rápido,Esther Pinto,B2B,Guarulhos,São Paulo,Sudeste,Automotivo,equipamentos de limpeza,10403.94,2,2311.99
2018-05-31,Envio rápido,Alexia Farias,B2C,Macapá,Amapá,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,11.16,2,-8.93
2017-12-10,Envio rápido,Marcela da Conceição,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,pesticidas,115.67,3,56.68
2018-10-04,Entrega padrão,Nicole Gomes,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,ferramentas,2037.59,6,316.96
2016-11-12,Econômica,Danilo Teixeira,B2C,Nova Iguaçu,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,11.53,1,2.74
2016-11-12,Econômica,Danilo Teixeira,B2C,Nova Iguaçu,Rio de Janeiro,Sudeste,Automotivo,pneus,1903.95,2,190.39
2016-11-12,Econômica,Danilo Teixeira,B2C,Nova Iguaçu,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,2053.33,5,256.67
2019-09-30,Entrega padrão,Maria Cecília Martins,B2B,Joinville,Santa Catarina,Sul,Jardinagem e paisagismo,sementes,27.09,2,8.8
2019-09-30,Entrega padrão,Maria Cecília Martins,B2B,Joinville,Santa Catarina,Sul,Jardinagem e paisagismo,fertilizantes,95.09,4,32.09
2019-09-30,Entrega padrão,Maria Cecília Martins,B2B,Joinville,Santa Catarina,Sul,Automotivo,equipamentos de limpeza,1144.13,3,152.55
2017-03-11,24 horas,Caroline Souza,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,3.78,2,-6.43
2019-05-22,Entrega padrão,Joaquim Moreira,B2B,Vitória,Espírito Santo,Sudeste,Materiais de construção,iluminação,1768.17,5,247.54
2019-05-22,Entrega padrão,Joaquim Moreira,B2B,Vitória,Espírito Santo,Sudeste,Jardinagem e paisagismo,decoração de jardim,61.1,3,17.72
2018-09-10,Envio rápido,Pedro da Luz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,49.72,2,18.65
2018-08-27,Envio rápido,Kaique Ferreira,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,mudas,34.78,3,16.7
2018-08-27,Envio rápido,Kaique Ferreira,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,pesticidas,526.66,5,237.0
